robot,machine,date,start_time
R197,M2,2025-01-13,03:15
R198,M5,2025-01-13,04:15
R199,M4,2025-01-13,08:15
R200,M1,2025-01-13,08:45
R201,M2,2025-01-13,09:45
R202,M4,2025-01-13,10:00
R203,M5,2025-01-13,10:30
R204,M5,2025-01-13,14:30
R205,M4,2025-01-13,16:30
R206,M5,2025-01-13,20:30
R207,M3,2025-01-13,21:30
R208,M1,2025-01-13,21:45
R209,M2,2025-01-14,01:45
R210,M3,2025-01-14,02:00
R211,M1,2025-01-14,02:15
R212,M2,2025-01-14,04:15
R213,M4,2025-01-14,04:45
R214,M3,2025-01-14,05:15
R215,M2,2025-01-14,05:45
R216,M5,2025-01-14,07:45
R217,M4,2025-01-14,09:45
R218,M3,2025-01-14,10:45
R219,M2,2025-01-14,12:45
R220,M1,2025-01-14,13:45
R221,M5,2025-01-14,14:00
R222,M5,2025-01-14,18:00
R223,M1,2025-01-14,18:30
R224,M3,2025-01-14,18:45
R225,M5,2025-01-14,19:45
R226,M1,2025-01-14,20:45
R227,M4,2025-01-14,21:15
R228,M1,2025-01-14,21:30
R229,M1,2025-01-14,21:45
R230,M3,2025-01-14,23:45
R231,M2,2025-01-15,00:15
R232,M3,2025-01-15,02:15
R233,M2,2025-01-15,02:45
R234,M3,2025-01-15,04:45
R235,M1,2025-01-15,05:45
R236,M2,2025-01-15,06:45
R237,M5,2025-01-15,08:45
R238,M2,2025-01-15,09:00
R239,M1,2025-01-15,13:00
R240,M1,2025-01-15,15:00
R241,M5,2025-01-15,15:15
R242,M4,2025-01-15,19:15
R243,M4,2025-01-15,19:30
R244,M1,2025-01-15,19:45
R245,M3,2025-01-15,21:45
R246,M3,2025-01-15,22:45
R247,M1,2025-01-16,00:45
R248,M3,2025-01-16,01:45
R249,M1,2025-01-16,02:00
R250,M2,2025-01-16,06:00
R251,M4,2025-01-16,08:00
R252,M4,2025-01-16,08:30
R253,M4,2025-01-16,12:30
R254,M1,2025-01-16,12:45
R255,M2,2025-01-16,13:45
R256,M5,2025-01-16,17:45
R257,M5,2025-01-16,19:45
R258,M4,2025-01-16,20:00
R259,M1,2025-01-16,21:00
R260,M4,2025-01-16,22:00
R261,M2,2025-01-17,00:00
R262,M2,2025-01-17,00:30
R263,M2,2025-01-17,00:45
R264,M5,2025-01-17,01:00
R265,M5,2025-01-17,02:00
R266,M5,2025-01-17,02:30
R267,M2,2025-01-17,03:30
R268,M3,2025-01-17,07:30
R269,M4,2025-01-17,08:30
R270,M1,2025-01-17,08:45
R271,M5,2025-01-17,09:45
R272,M3,2025-01-17,10:15
R273,M5,2025-01-17,11:15
R274,M4,2025-01-17,11:30
R275,M1,2025-01-17,15:30
R276,M2,2025-01-17,17:30
R277,M5,2025-01-17,19:30
R278,M2,2025-01-17,21:30
R279,M4,2025-01-17,22:00
R280,M5,2025-01-17,23:00
R281,M3,2025-01-18,01:00
R282,M5,2025-01-18,01:15
R283,M5,2025-01-18,01:45
R284,M4,2025-01-18,03:45
R285,M3,2025-01-18,07:45
R286,M2,2025-01-18,08:45
R287,M1,2025-01-18,10:45
R288,M2,2025-01-18,11:00
R289,M2,2025-01-18,12:00
R290,M4,2025-01-18,12:30
R291,M4,2025-01-18,13:00
R292,M5,2025-01-18,13:15
R293,M1,2025-01-18,17:15
R294,M4,2025-01-18,18:15
R295,M5,2025-01-18,20:15
R296,M1,2025-01-19,00:15
R297,M1,2025-01-19,04:15
R298,M1,2025-01-19,04:30
R299,M3,2025-01-19,06:30
R300,M2,2025-01-19,07:30
R301,M2,2025-01-19,08:30
R302,M2,2025-01-19,12:30
R303,M1,2025-01-19,12:45
R304,M4,2025-01-19,13:00
R305,M5,2025-01-19,15:00
R306,M4,2025-01-19,15:30
R307,M4,2025-01-19,19:30
R308,M2,2025-01-19,20:30
R309,M1,2025-01-20,00:30
R310,M3,2025-01-20,00:45
R311,M4,2025-01-20,01:45
R312,M1,2025-01-20,02:15
R313,M4,2025-01-20,02:45
R314,M3,2025-01-20,03:45
R315,M5,2025-01-20,04:15
R316,M3,2025-01-20,06:15
R317,M2,2025-01-20,10:15
R318,M4,2025-01-20,14:15
R319,M2,2025-01-20,14:30
R320,M4,2025-01-20,18:30
R321,M2,2025-01-20,20:30
R322,M3,2025-01-20,21:00
R323,M3,2025-01-21,01:00
R324,M4,2025-01-21,01:15
R325,M1,2025-01-21,03:15
R326,M2,2025-01-21,03:45
R327,M5,2025-01-21,05:45
R328,M1,2025-01-21,07:45
R329,M1,2025-01-21,08:45
R330,M1,2025-01-21,09:00
R331,M5,2025-01-21,09:15
R332,M2,2025-01-21,11:15
R333,M4,2025-01-21,15:15
R334,M2,2025-01-21,19:15
R335,M3,2025-01-21,23:15
R336,M3,2025-01-22,01:15
R337,M1,2025-01-22,02:15
R338,M5,2025-01-22,02:45
R339,M2,2025-01-22,04:45
R340,M3,2025-01-22,05:15
R341,M5,2025-01-22,05:30
R342,M5,2025-01-22,09:30
R343,M2,2025-01-22,11:30
R344,M5,2025-01-22,13:30
R345,M5,2025-01-22,14:00
R346,M1,2025-01-22,16:00
R347,M3,2025-01-22,17:00
R348,M4,2025-01-22,21:00
R349,M4,2025-01-22,21:15
R350,M4,2025-01-22,21:45
R351,M4,2025-01-22,22:45
R352,M5,2025-01-22,23:15
R353,M4,2025-01-22,23:45
R354,M2,2025-01-23,01:45
R355,M3,2025-01-23,05:45
R356,M5,2025-01-23,06:15
R357,M3,2025-01-23,10:15
R358,M3,2025-01-23,10:30
R359,M4,2025-01-23,11:30
R360,M1,2025-01-23,15:30
R361,M4,2025-01-23,16:30
R362,M5,2025-01-23,17:30
R363,M2,2025-01-23,17:45
R364,M1,2025-01-23,18:00
R365,M5,2025-01-23,18:30
R366,M3,2025-01-23,19:00
R367,M4,2025-01-23,23:00
R368,M2,2025-01-23,23:15
R369,M5,2025-01-23,23:30
R370,M5,2025-01-24,00:30
R371,M4,2025-01-24,02:30
R372,M2,2025-01-24,03:00
R373,M4,2025-01-24,04:00
R374,M2,2025-01-24,04:30
R375,M1,2025-01-24,05:00
R376,M3,2025-01-24,05:15
R377,M3,2025-01-24,07:15
R378,M4,2025-01-24,11:15
R379,M4,2025-01-24,15:15
R380,M3,2025-01-24,16:15
R381,M1,2025-01-24,16:45
R382,M5,2025-01-24,18:45
R383,M4,2025-01-24,19:00
R384,M3,2025-01-24,21:00
R385,M1,2025-01-25,01:00
R386,M3,2025-01-25,01:30
R387,M3,2025-01-25,05:30
R388,M1,2025-01-25,09:30
R389,M4,2025-01-25,13:30
R390,M1,2025-01-25,17:30
R391,M2,2025-01-25,19:30
R392,M5,2025-01-25,20:00
R393,M3,2025-01-25,20:15
R394,M2,2025-01-25,21:15
R395,M4,2025-01-25,22:15
R396,M1,2025-01-25,22:45
R397,M2,2025-01-26,00:45
R398,M4,2025-01-26,01:00
R399,M4,2025-01-26,01:15
R400,M3,2025-01-26,03:15
R401,M2,2025-01-26,04:15
R402,M2,2025-01-26,04:30
R403,M5,2025-01-26,04:45
R404,M1,2025-01-26,05:45
R405,M1,2025-01-26,09:45
R406,M1,2025-01-26,10:45
R407,M5,2025-01-26,11:45
R408,M1,2025-01-26,12:00
R409,M4,2025-01-26,12:30
R410,M3,2025-01-26,13:30
R411,M4,2025-01-26,15:30
R412,M5,2025-01-26,17:30
R413,M4,2025-01-26,17:45
R414,M5,2025-01-26,18:15
R415,M5,2025-01-26,22:15
R416,M3,2025-01-26,23:15
R417,M5,2025-01-27,00:15
R418,M5,2025-01-27,02:15
R419,M5,2025-01-27,03:15
R420,M2,2025-01-27,05:15
R421,M5,2025-01-27,05:45
R422,M2,2025-01-27,06:45
R423,M1,2025-01-27,07:45
R424,M1,2025-01-27,08:15
R425,M3,2025-01-27,12:15
R426,M2,2025-01-27,12:30
R427,M4,2025-01-27,12:45
R428,M5,2025-01-27,16:45
R429,M2,2025-01-27,18:45
R430,M5,2025-01-27,22:45
R431,M3,2025-01-28,00:45
R432,M5,2025-01-28,04:45
R433,M4,2025-01-28,08:45
R434,M1,2025-01-28,09:15
R435,M3,2025-01-28,13:15
R436,M5,2025-01-28,15:15
R437,M5,2025-01-28,17:15
R438,M2,2025-01-28,19:15
R439,M2,2025-01-28,19:45
R440,M2,2025-01-28,23:45
R441,M3,2025-01-29,00:00
R442,M4,2025-01-29,02:00
R443,M1,2025-01-29,04:00
R444,M4,2025-01-29,04:15
R445,M3,2025-01-29,06:15
R446,M2,2025-01-29,07:15
R447,M4,2025-01-29,07:30
R448,M2,2025-01-29,11:30
R449,M4,2025-01-29,12:30
R450,M2,2025-01-29,12:45
R451,M4,2025-01-29,14:45
R452,M4,2025-01-29,15:00
R453,M1,2025-01-29,19:00
R454,M4,2025-01-29,19:30
R455,M1,2025-01-29,20:00
R456,M1,2025-01-29,22:00
R457,M5,2025-01-30,00:00
R458,M3,2025-01-30,02:00
R459,M2,2025-01-30,06:00
R460,M4,2025-01-30,10:00
R461,M3,2025-01-30,14:00
R462,M5,2025-01-30,15:00
R463,M1,2025-01-30,15:15
R464,M1,2025-01-30,19:15
R465,M1,2025-01-30,21:15
R466,M1,2025-01-30,21:30
R467,M3,2025-01-31,01:30
R468,M5,2025-01-31,03:30
R469,M5,2025-01-31,04:30
R470,M3,2025-01-31,05:30
R471,M4,2025-01-31,06:00
R472,M5,2025-01-31,06:15
R473,M1,2025-01-31,06:45
R474,M1,2025-01-31,07:15
R475,M2,2025-01-31,07:30
R476,M3,2025-01-31,07:45
R477,M5,2025-01-31,08:15
R478,M4,2025-01-31,10:15
R479,M1,2025-01-31,12:15
R480,M2,2025-01-31,16:15
R481,M4,2025-01-31,16:45
R482,M4,2025-01-31,18:45
R483,M3,2025-01-31,19:15
R484,M2,2025-01-31,20:15
R485,M2,2025-01-31,22:15
R486,M5,2025-01-31,22:30
R487,M5,2025-01-31,23:30
R488,M4,2025-02-01,00:30
R489,M5,2025-02-01,01:30
R490,M1,2025-02-01,01:45
R491,M3,2025-02-01,02:00
R492,M2,2025-02-01,02:30
R493,M4,2025-02-01,04:30
R494,M5,2025-02-01,06:30
R495,M1,2025-02-01,10:30
R496,M1,2025-02-01,11:30
R497,M3,2025-02-01,15:30
R498,M5,2025-02-01,15:45
R499,M1,2025-02-01,16:15
R500,M2,2025-02-01,16:45
R501,M5,2025-02-01,17:45
R502,M5,2025-02-01,21:45
R503,M4,2025-02-02,01:45
R504,M3,2025-02-02,02:45
R505,M5,2025-02-02,06:45
R506,M1,2025-02-02,08:45
R507,M4,2025-02-02,12:45
R508,M4,2025-02-02,13:15
R509,M1,2025-02-02,17:15
R510,M3,2025-02-02,19:15
R511,M3,2025-02-02,21:15
R512,M5,2025-02-02,22:15
R513,M3,2025-02-02,23:15
R514,M3,2025-02-03,03:15
R515,M5,2025-02-03,05:15
R516,M5,2025-02-03,07:15
R517,M3,2025-02-03,08:15
R518,M2,2025-02-03,08:30
R519,M3,2025-02-03,12:30
R520,M4,2025-02-03,16:30
R521,M3,2025-02-03,20:30
R522,M4,2025-02-03,21:00
R523,M1,2025-02-03,21:15
R524,M2,2025-02-03,22:15
R525,M2,2025-02-03,22:45
R526,M5,2025-02-03,23:15
R527,M1,2025-02-04,00:15
R528,M4,2025-02-04,02:15
R529,M5,2025-02-04,02:45
R530,M4,2025-02-04,04:45
R531,M4,2025-02-04,05:00
R532,M4,2025-02-04,07:00
R533,M3,2025-02-04,11:00
R534,M1,2025-02-04,11:30
R535,M5,2025-02-04,15:30
R536,M2,2025-02-04,17:30
R537,M1,2025-02-04,18:00
R538,M4,2025-02-04,18:30
R539,M5,2025-02-04,18:45
R540,M5,2025-02-04,19:00
R541,M2,2025-02-04,19:15
R542,M1,2025-02-04,23:15
R543,M3,2025-02-05,03:15
R544,M5,2025-02-05,07:15
R545,M5,2025-02-05,11:15
R546,M4,2025-02-05,12:15
R547,M4,2025-02-05,16:15
R548,M4,2025-02-05,20:15
R549,M2,2025-02-05,21:15
R550,M3,2025-02-05,21:30
R551,M1,2025-02-05,22:30
R552,M2,2025-02-06,02:30
R553,M4,2025-02-06,02:45
R554,M4,2025-02-06,03:45
R555,M2,2025-02-06,07:45
R556,M3,2025-02-06,08:00
R557,M2,2025-02-06,08:15
R558,M1,2025-02-06,08:45
R559,M5,2025-02-06,09:00
R560,M5,2025-02-06,13:00
R561,M5,2025-02-06,14:00
R562,M1,2025-02-06,14:30
R563,M3,2025-02-06,15:30
R564,M2,2025-02-06,17:30
R565,M3,2025-02-06,18:30
R566,M5,2025-02-06,18:45
R567,M1,2025-02-06,19:15
R568,M3,2025-02-06,23:15
R569,M4,2025-02-07,00:15
R570,M4,2025-02-07,01:15
R571,M2,2025-02-07,03:15
R572,M2,2025-02-07,03:45
R573,M5,2025-02-07,04:00
R574,M1,2025-02-07,05:00
R575,M3,2025-02-07,07:00
R576,M4,2025-02-07,09:00
R577,M3,2025-02-07,11:00
R578,M5,2025-02-07,11:15
R579,M3,2025-02-07,11:45
R580,M3,2025-02-07,12:00
R581,M2,2025-02-07,16:00
R582,M5,2025-02-07,16:15
R583,M1,2025-02-07,18:15
R584,M4,2025-02-07,22:15
R585,M5,2025-02-08,02:15
R586,M4,2025-02-08,03:15
R587,M3,2025-02-08,05:15
R588,M1,2025-02-08,05:45
R589,M4,2025-02-08,06:00
R590,M4,2025-02-08,06:15
R591,M1,2025-02-08,06:30
R592,M4,2025-02-08,07:30
R593,M3,2025-02-08,08:00
R594,M2,2025-02-08,08:15
R595,M4,2025-02-08,10:15
R596,M1,2025-02-08,12:15
R597,M1,2025-02-08,12:45
R598,M4,2025-02-08,14:45
R599,M4,2025-02-08,15:00
R600,M1,2025-02-08,15:15
R601,M3,2025-02-08,15:45
R602,M2,2025-02-08,19:45
R603,M3,2025-02-08,23:45
R604,M2,2025-02-09,00:15
R605,M5,2025-02-09,04:15
R606,M2,2025-02-09,08:15
R607,M1,2025-02-09,08:30
R608,M4,2025-02-09,10:30
R609,M4,2025-02-09,12:30
R610,M5,2025-02-09,13:30
R611,M5,2025-02-09,17:30
R612,M3,2025-02-09,18:30
R613,M3,2025-02-09,22:30
R614,M2,2025-02-09,23:00
R615,M3,2025-02-10,01:00
R616,M4,2025-02-10,01:30
R617,M2,2025-02-10,05:30
R618,M1,2025-02-10,06:00
R619,M2,2025-02-10,08:00
R620,M4,2025-02-10,08:15
R621,M4,2025-02-10,08:30
R622,M3,2025-02-10,08:45
R623,M3,2025-02-10,09:00
R624,M3,2025-02-10,09:15
R625,M4,2025-02-10,11:15
R626,M4,2025-02-10,15:15
R627,M4,2025-02-10,15:45
R628,M3,2025-02-10,16:45
R629,M1,2025-02-10,17:00
R630,M2,2025-02-10,17:30
R631,M4,2025-02-10,21:30
R632,M1,2025-02-10,21:45
R633,M5,2025-02-10,22:45
R634,M1,2025-02-10,23:00
R635,M5,2025-02-10,23:30
R636,M2,2025-02-11,00:00
R637,M5,2025-02-11,02:00
R638,M5,2025-02-11,03:00
R639,M3,2025-02-11,03:30
R640,M5,2025-02-11,04:30
R641,M1,2025-02-11,04:45
R642,M2,2025-02-11,05:45
R643,M4,2025-02-11,06:00
R644,M4,2025-02-11,10:00
R645,M4,2025-02-11,10:30
R646,M1,2025-02-11,14:30
R647,M1,2025-02-11,15:30
R648,M4,2025-02-11,16:30
R649,M4,2025-02-11,20:30
R650,M2,2025-02-11,20:45
R651,M3,2025-02-11,21:45
R652,M4,2025-02-11,23:45
R653,M5,2025-02-12,00:15
R654,M1,2025-02-12,01:15
R655,M5,2025-02-12,02:15
R656,M5,2025-02-12,06:15
R657,M3,2025-02-12,08:15
R658,M1,2025-02-12,08:30
R659,M1,2025-02-12,09:30
R660,M3,2025-02-12,10:30
R661,M1,2025-02-12,14:30
R662,M2,2025-02-12,15:30
R663,M2,2025-02-12,15:45
R664,M4,2025-02-12,16:00
R665,M2,2025-02-12,20:00
R666,M1,2025-02-12,21:00
R667,M2,2025-02-12,23:00
R668,M2,2025-02-13,01:00
R669,M2,2025-02-13,03:00
R670,M5,2025-02-13,04:00
R671,M5,2025-02-13,05:00
R672,M3,2025-02-13,05:15
R673,M4,2025-02-13,05:30
R674,M5,2025-02-13,07:30
R675,M2,2025-02-13,07:45
R676,M3,2025-02-13,09:45
R677,M4,2025-02-13,10:45
R678,M1,2025-02-13,14:45
R679,M4,2025-02-13,15:15
R680,M3,2025-02-13,19:15
R681,M2,2025-02-13,20:15
R682,M2,2025-02-13,22:15
R683,M4,2025-02-13,23:15
R684,M5,2025-02-13,23:45
R685,M1,2025-02-14,03:45
R686,M3,2025-02-14,05:45
R687,M2,2025-02-14,09:45
R688,M1,2025-02-14,10:00
R689,M2,2025-02-14,11:00
R690,M4,2025-02-14,11:15
R691,M2,2025-02-14,11:30
R692,M5,2025-02-14,13:30
R693,M2,2025-02-14,13:45
R694,M5,2025-02-14,15:45
R695,M1,2025-02-14,19:45
R696,M3,2025-02-14,20:00
R697,M5,2025-02-14,21:00
R698,M2,2025-02-14,22:00
R699,M2,2025-02-14,22:15
R700,M1,2025-02-14,22:45
R701,M1,2025-02-15,02:45
R702,M5,2025-02-15,03:45
R703,M2,2025-02-15,04:00
R704,M3,2025-02-15,06:00
R705,M2,2025-02-15,07:00
R706,M4,2025-02-15,09:00
R707,M1,2025-02-15,09:30
R708,M3,2025-02-15,10:00
R709,M5,2025-02-15,14:00
R710,M2,2025-02-15,16:00
R711,M2,2025-02-15,18:00
R712,M1,2025-02-15,22:00
R713,M3,2025-02-15,22:30
R714,M2,2025-02-16,02:30
R715,M3,2025-02-16,03:30
R716,M1,2025-02-16,07:30
R717,M5,2025-02-16,07:45
R718,M4,2025-02-16,08:00
R719,M3,2025-02-16,08:15
R720,M3,2025-02-16,09:15
R721,M5,2025-02-16,09:30
R722,M1,2025-02-16,13:30
R723,M3,2025-02-16,14:30
R724,M5,2025-02-16,15:30
R725,M2,2025-02-16,17:30
R726,M2,2025-02-16,18:00
R727,M4,2025-02-16,18:30
R728,M2,2025-02-16,19:00
R729,M4,2025-02-16,20:00
R730,M4,2025-02-16,21:00
R731,M4,2025-02-17,01:00
R732,M1,2025-02-17,05:00
R733,M5,2025-02-17,05:15
R734,M3,2025-02-17,07:15
R735,M4,2025-02-17,11:15
R736,M3,2025-02-17,12:15
R737,M4,2025-02-17,16:15
R738,M2,2025-02-17,18:15
R739,M2,2025-02-17,18:30
R740,M4,2025-02-17,19:30
R741,M4,2025-02-17,20:30
R742,M3,2025-02-17,20:45
R743,M2,2025-02-18,00:45
R744,M4,2025-02-18,01:15
R745,M5,2025-02-18,01:30
R746,M2,2025-02-18,05:30
R747,M5,2025-02-18,09:30
R748,M3,2025-02-18,13:30
R749,M2,2025-02-18,13:45
R750,M4,2025-02-18,14:15
R751,M3,2025-02-18,16:15
R752,M4,2025-02-18,20:15
R753,M4,2025-02-18,21:15
R754,M1,2025-02-19,01:15
R755,M1,2025-02-19,05:15
R756,M2,2025-02-19,05:45
R757,M3,2025-02-19,06:00
R758,M3,2025-02-19,06:15
R759,M4,2025-02-19,06:30
R760,M5,2025-02-19,10:30
R761,M4,2025-02-19,12:30
R762,M2,2025-02-19,13:30
R763,M2,2025-02-19,14:30
R764,M2,2025-02-19,14:45
R765,M4,2025-02-19,16:45
R766,M1,2025-02-19,17:15
R767,M2,2025-02-19,21:15
R768,M2,2025-02-20,01:15
R769,M2,2025-02-20,03:15
R770,M1,2025-02-20,03:45
R771,M4,2025-02-20,04:45
R772,M4,2025-02-20,05:15
R773,M5,2025-02-20,05:45
R774,M4,2025-02-20,09:45
R775,M5,2025-02-20,10:45
R776,M3,2025-02-20,11:00
R777,M5,2025-02-20,13:00
R778,M4,2025-02-20,13:15
R779,M1,2025-02-20,13:45
R780,M1,2025-02-20,17:45
R781,M4,2025-02-20,19:45
R782,M2,2025-02-20,20:00
R783,M3,2025-02-20,20:30
R784,M2,2025-02-21,00:30
R785,M1,2025-02-21,04:30
R786,M4,2025-02-21,04:45
R787,M4,2025-02-21,05:45
R788,M5,2025-02-21,09:45
R789,M1,2025-02-21,10:45
R790,M1,2025-02-21,11:00
R791,M1,2025-02-21,11:15
R792,M2,2025-02-21,11:45
R793,M1,2025-02-21,12:45
R794,M3,2025-02-21,13:15
R795,M5,2025-02-21,17:15
R796,M4,2025-02-21,17:45
R797,M4,2025-02-21,18:00
R798,M4,2025-02-21,18:30
R799,M2,2025-02-21,19:30
R800,M4,2025-02-21,23:30
R801,M2,2025-02-22,00:00
R802,M4,2025-02-22,00:30
R803,M5,2025-02-22,01:30
R804,M4,2025-02-22,05:30
R805,M1,2025-02-22,06:00
R806,M1,2025-02-22,06:15
R807,M3,2025-02-22,10:15
R808,M3,2025-02-22,10:45
R809,M5,2025-02-22,11:45
R810,M2,2025-02-22,12:45
R811,M3,2025-02-22,13:00
R812,M3,2025-02-22,13:30
R813,M4,2025-02-22,17:30
R814,M3,2025-02-22,17:45
R815,M2,2025-02-22,21:45
R816,M5,2025-02-23,01:45
R817,M5,2025-02-23,05:45
R818,M1,2025-02-23,06:15
R819,M1,2025-02-23,06:45
R820,M5,2025-02-23,07:15
R821,M4,2025-02-23,09:15
R822,M5,2025-02-23,11:15
