execution_id,robot,items,time_per_item,start_window,end_window,completed
133,R4,77,23,2025-02-21 06:00,2025-02-21 06:05,False
134,R5,99,56,2025-02-21 06:05,2025-02-21 06:10,False
135,R1,65,32,2025-02-21 06:10,2025-02-21 06:25,False
136,R2,53,30,2025-02-21 06:25,2025-02-21 06:40,False
137,R3,62,54,2025-02-21 06:40,2025-02-21 06:50,False
138,R4,76,56,2025-02-21 06:50,2025-02-21 07:00,False
139,R5,70,47,2025-02-21 07:00,2025-02-21 07:05,False
140,R1,65,41,2025-02-21 07:05,2025-02-21 07:10,False
141,R2,97,23,2025-02-21 07:10,2025-02-21 07:20,False
142,R3,53,49,2025-02-21 07:20,2025-02-21 07:35,False
143,R4,87,34,2025-02-21 07:35,2025-02-21 07:50,False
144,R5,51,60,2025-02-21 07:50,2025-02-21 08:00,False
145,R1,63,57,2025-02-21 08:00,2025-02-21 08:10,False
146,R2,81,26,2025-02-21 08:10,2025-02-21 08:20,False
147,R3,62,26,2025-02-21 08:20,2025-02-21 08:25,False
148,R4,77,55,2025-02-21 08:25,2025-02-21 08:30,False
149,R5,96,42,2025-02-21 08:30,2025-02-21 08:45,False
150,R1,84,40,2025-02-21 08:45,2025-02-21 09:00,False
151,R2,86,24,2025-02-21 09:00,2025-02-21 09:15,False
152,R3,50,40,2025-02-21 09:15,2025-02-21 09:25,False
153,R4,56,20,2025-02-21 09:25,2025-02-21 09:30,False
154,R5,76,36,2025-02-21 09:30,2025-02-21 09:45,False
155,R1,98,46,2025-02-21 09:45,2025-02-21 09:55,False
156,R2,57,52,2025-02-21 09:55,2025-02-21 10:10,False
157,R3,83,28,2025-02-21 10:10,2025-02-21 10:15,False
158,R4,58,31,2025-02-21 10:15,2025-02-21 10:25,False
159,R5,85,40,2025-02-21 10:25,2025-02-21 10:35,False
160,R1,87,47,2025-02-21 10:35,2025-02-21 10:50,False
161,R2,95,27,2025-02-21 10:50,2025-02-21 11:00,False
162,R3,73,54,2025-02-21 11:00,2025-02-21 11:10,False
163,R4,75,51,2025-02-21 11:10,2025-02-21 11:15,False
164,R5,82,26,2025-02-21 11:15,2025-02-21 11:25,False
165,R1,72,28,2025-02-21 11:25,2025-02-21 11:30,False
166,R2,67,43,2025-02-21 11:30,2025-02-21 11:35,False
167,R3,67,28,2025-02-21 11:35,2025-02-21 11:45,False
168,R4,65,36,2025-02-21 11:45,2025-02-21 11:50,False
169,R5,56,40,2025-02-21 11:50,2025-02-21 11:55,False
170,R1,99,48,2025-02-21 11:55,2025-02-21 12:00,False
171,R2,91,29,2025-02-21 12:00,2025-02-21 12:15,False
172,R3,76,55,2025-02-21 12:15,2025-02-21 12:25,False
173,R4,75,35,2025-02-21 12:25,2025-02-21 12:35,False
174,R5,69,30,2025-02-21 12:35,2025-02-21 12:45,False
175,R1,65,45,2025-02-21 12:45,2025-02-21 12:55,False
176,R2,81,36,2025-02-21 12:55,2025-02-21 13:00,False
177,R3,78,46,2025-02-21 13:00,2025-02-21 13:10,False
178,R4,100,60,2025-02-21 13:10,2025-02-21 13:15,False
179,R5,69,53,2025-02-21 13:15,2025-02-21 13:30,False
180,R1,62,21,2025-02-21 13:30,2025-02-21 13:40,False
181,R2,77,36,2025-02-21 13:40,2025-02-21 13:50,False
182,R3,76,20,2025-02-21 13:50,2025-02-21 13:55,False
183,R4,95,33,2025-02-21 13:55,2025-02-21 14:00,False
184,R5,84,57,2025-02-21 14:00,2025-02-21 14:10,False
185,R1,79,26,2025-02-21 14:10,2025-02-21 14:15,False
186,R2,94,20,2025-02-21 14:15,2025-02-21 14:25,False
187,R3,82,49,2025-02-21 14:25,2025-02-21 14:35,False
188,R4,88,36,2025-02-21 14:35,2025-02-21 14:45,False
189,R5,95,21,2025-02-21 14:45,2025-02-21 15:00,False
190,R1,95,25,2025-02-21 15:00,2025-02-21 15:10,False
191,R2,83,50,2025-02-21 15:10,2025-02-21 15:15,False
192,R3,54,48,2025-02-21 15:15,2025-02-21 15:20,False
193,R4,71,23,2025-02-21 15:20,2025-02-21 15:25,False
194,R5,87,55,2025-02-21 15:25,2025-02-21 15:40,False
195,R1,98,44,2025-02-21 15:40,2025-02-21 15:55,False
196,R2,54,34,2025-02-21 15:55,2025-02-21 16:10,False
197,R3,73,39,2025-02-21 16:10,2025-02-21 16:25,False
198,R4,57,50,2025-02-21 16:25,2025-02-21 16:35,False
199,R5,78,42,2025-02-21 16:35,2025-02-21 16:45,False
200,R1,89,57,2025-02-21 16:45,2025-02-21 16:55,False
201,R2,83,26,2025-02-21 16:55,2025-02-21 17:05,False
202,R3,69,31,2025-02-21 17:05,2025-02-21 17:15,False
203,R4,99,53,2025-02-21 17:15,2025-02-21 17:25,False
204,R5,80,45,2025-02-21 17:25,2025-02-21 17:35,False
205,R1,64,36,2025-02-21 17:35,2025-02-21 17:40,False
206,R2,66,35,2025-02-21 17:40,2025-02-21 17:55,False
207,R3,69,40,2025-02-21 17:55,2025-02-21 18:05,False
208,R4,60,35,2025-02-21 18:05,2025-02-21 18:10,False
209,R5,86,21,2025-02-21 18:10,2025-02-21 18:20,False
210,R1,58,25,2025-02-21 18:20,2025-02-21 18:30,False
211,R2,72,20,2025-02-21 18:30,2025-02-21 18:35,False
212,R3,66,59,2025-02-21 18:35,2025-02-21 18:50,False
213,R4,60,47,2025-02-21 18:50,2025-02-21 19:00,False
214,R5,79,24,2025-02-21 19:00,2025-02-21 19:15,False
215,R1,62,59,2025-02-21 19:15,2025-02-21 19:20,False
216,R2,93,60,2025-02-21 19:20,2025-02-21 19:35,False
217,R3,84,55,2025-02-21 19:35,2025-02-21 19:45,False
218,R4,72,25,2025-02-21 19:45,2025-02-21 19:50,False
219,R5,64,31,2025-02-21 19:50,2025-02-21 20:05,False
220,R1,53,56,2025-02-21 20:05,2025-02-21 20:15,False
221,R2,99,21,2025-02-21 20:15,2025-02-21 20:25,False
222,R3,100,59,2025-02-21 20:25,2025-02-21 20:35,False
223,R4,50,35,2025-02-21 20:35,2025-02-21 20:40,False
224,R5,74,20,2025-02-21 20:40,2025-02-21 20:55,False
225,R1,86,55,2025-02-21 20:55,2025-02-21 21:00,False
226,R2,63,51,2025-02-21 21:00,2025-02-21 21:05,False
227,R3,74,23,2025-02-21 21:05,2025-02-21 21:10,False
228,R4,79,50,2025-02-21 21:10,2025-02-21 21:15,False
229,R5,83,60,2025-02-21 21:15,2025-02-21 21:25,False
230,R1,53,23,2025-02-21 21:25,2025-02-21 21:35,False
231,R2,99,25,2025-02-21 21:35,2025-02-21 21:45,False
232,R3,82,32,2025-02-21 21:45,2025-02-21 22:00,False
233,R4,92,22,2025-02-21 22:00,2025-02-21 22:10,False
234,R5,72,31,2025-02-21 22:10,2025-02-21 22:25,False
235,R1,99,45,2025-02-21 22:25,2025-02-21 22:35,False
236,R2,80,47,2025-02-21 22:35,2025-02-21 22:40,False
237,R3,59,53,2025-02-21 22:40,2025-02-21 22:55,False
238,R4,83,36,2025-02-21 22:55,2025-02-21 23:00,False
239,R5,54,34,2025-02-21 23:00,2025-02-21 23:15,False
240,R1,51,45,2025-02-21 23:15,2025-02-21 23:30,False
241,R2,79,57,2025-02-21 23:30,2025-02-21 23:35,False
242,R3,79,52,2025-02-21 23:35,2025-02-21 23:45,False
243,R4,69,50,2025-02-21 23:45,2025-02-21 23:55,False
244,R5,59,38,2025-02-21 23:55,2025-02-22 00:05,False
245,R1,68,60,2025-02-22 00:05,2025-02-22 00:20,False
246,R2,98,33,2025-02-22 00:20,2025-02-22 00:35,False
247,R3,98,47,2025-02-22 00:35,2025-02-22 00:40,False
248,R4,89,45,2025-02-22 00:40,2025-02-22 00:45,False
249,R5,90,29,2025-02-22 00:45,2025-02-22 00:55,False
250,R1,71,58,2025-02-22 00:55,2025-02-22 01:10,False
251,R2,71,43,2025-02-22 01:10,2025-02-22 01:20,False
252,R3,70,52,2025-02-22 01:20,2025-02-22 01:30,False
253,R4,96,25,2025-02-22 01:30,2025-02-22 01:40,False
254,R5,66,51,2025-02-22 01:40,2025-02-22 01:55,False
255,R1,57,36,2025-02-22 01:55,2025-02-22 02:10,False
256,R2,94,58,2025-02-22 02:10,2025-02-22 02:20,False
257,R3,86,29,2025-02-22 02:20,2025-02-22 02:35,False
258,R4,58,20,2025-02-22 02:35,2025-02-22 02:45,False
259,R5,92,37,2025-02-22 02:45,2025-02-22 02:55,False
260,R1,89,41,2025-02-22 02:55,2025-02-22 03:05,False
261,R2,89,58,2025-02-22 03:05,2025-02-22 03:10,False
262,R3,81,36,2025-02-22 03:10,2025-02-22 03:20,False
263,R4,55,35,2025-02-22 03:20,2025-02-22 03:25,False
264,R5,89,34,2025-02-22 03:25,2025-02-22 03:35,False
265,R1,91,53,2025-02-22 03:35,2025-02-22 03:50,False
266,R2,51,58,2025-02-22 03:50,2025-02-22 04:05,False
267,R3,72,58,2025-02-22 04:05,2025-02-22 04:20,False
268,R4,59,43,2025-02-22 04:20,2025-02-22 04:25,False
269,R5,54,45,2025-02-22 04:25,2025-02-22 04:30,False
270,R1,78,22,2025-02-22 04:30,2025-02-22 04:35,False
271,R2,92,28,2025-02-22 04:35,2025-02-22 04:45,False
272,R3,96,57,2025-02-22 04:45,2025-02-22 04:55,False
273,R4,83,54,2025-02-22 04:55,2025-02-22 05:05,False
274,R5,50,50,2025-02-22 05:05,2025-02-22 05:10,False
275,R1,88,57,2025-02-22 05:10,2025-02-22 05:20,False
276,R2,91,39,2025-02-22 05:20,2025-02-22 05:35,False
277,R3,96,24,2025-02-22 05:35,2025-02-22 05:45,False
278,R4,64,52,2025-02-22 05:45,2025-02-22 05:50,False
279,R5,89,30,2025-02-22 05:50,2025-02-22 06:00,False
280,R1,72,51,2025-02-22 06:00,2025-02-22 06:15,False
281,R2,79,38,2025-02-22 06:15,2025-02-22 06:25,False
282,R3,78,36,2025-02-22 06:25,2025-02-22 06:30,False
283,R4,70,60,2025-02-22 06:30,2025-02-22 06:45,False
284,R5,81,23,2025-02-22 06:45,2025-02-22 07:00,False
285,R1,80,42,2025-02-22 07:00,2025-02-22 07:10,False
286,R2,66,51,2025-02-22 07:10,2025-02-22 07:25,False
287,R3,65,31,2025-02-22 07:25,2025-02-22 07:40,False
288,R4,76,27,2025-02-22 07:40,2025-02-22 07:55,False
289,R5,87,31,2025-02-22 07:55,2025-02-22 08:00,False
290,R1,87,30,2025-02-22 08:00,2025-02-22 08:15,False
291,R2,93,55,2025-02-22 08:15,2025-02-22 08:30,False
292,R3,83,55,2025-02-22 08:30,2025-02-22 08:45,False
293,R4,94,32,2025-02-22 08:45,2025-02-22 09:00,False
294,R5,55,33,2025-02-22 09:00,2025-02-22 09:15,False
295,R1,53,43,2025-02-22 09:15,2025-02-22 09:30,False
296,R2,78,25,2025-02-22 09:30,2025-02-22 09:35,False
297,R3,52,30,2025-02-22 09:35,2025-02-22 09:50,False
298,R4,95,21,2025-02-22 09:50,2025-02-22 09:55,False
299,R5,83,47,2025-02-22 09:55,2025-02-22 10:10,False
300,R1,56,38,2025-02-22 10:10,2025-02-22 10:20,False
301,R2,83,56,2025-02-22 10:20,2025-02-22 10:35,False
302,R3,72,21,2025-02-22 10:35,2025-02-22 10:50,False
303,R4,57,56,2025-02-22 10:50,2025-02-22 11:05,False
304,R5,60,31,2025-02-22 11:05,2025-02-22 11:10,False
305,R1,70,42,2025-02-22 11:10,2025-02-22 11:25,False
306,R2,64,54,2025-02-22 11:25,2025-02-22 11:35,False
307,R3,70,37,2025-02-22 11:35,2025-02-22 11:45,False
308,R4,72,45,2025-02-22 11:45,2025-02-22 11:55,False
309,R5,71,43,2025-02-22 11:55,2025-02-22 12:05,False
310,R1,62,59,2025-02-22 12:05,2025-02-22 12:15,False
311,R2,67,53,2025-02-22 12:15,2025-02-22 12:25,False
312,R3,82,47,2025-02-22 12:25,2025-02-22 12:30,False
313,R4,100,29,2025-02-22 12:30,2025-02-22 12:45,False
314,R5,62,25,2025-02-22 12:45,2025-02-22 13:00,False
315,R1,95,40,2025-02-22 13:00,2025-02-22 13:05,False
316,R2,82,53,2025-02-22 13:05,2025-02-22 13:15,False
317,R3,65,35,2025-02-22 13:15,2025-02-22 13:30,False
318,R4,94,23,2025-02-22 13:30,2025-02-22 13:35,False
319,R5,90,53,2025-02-22 13:35,2025-02-22 13:40,False
320,R1,73,39,2025-02-22 13:40,2025-02-22 13:55,False
321,R2,67,56,2025-02-22 13:55,2025-02-22 14:00,False
322,R3,92,35,2025-02-22 14:00,2025-02-22 14:10,False
323,R4,63,43,2025-02-22 14:10,2025-02-22 14:25,False
324,R5,71,25,2025-02-22 14:25,2025-02-22 14:35,False
325,R1,52,30,2025-02-22 14:35,2025-02-22 14:50,False
326,R2,58,40,2025-02-22 14:50,2025-02-22 15:00,False
327,R3,100,53,2025-02-22 15:00,2025-02-22 15:15,False
328,R4,59,20,2025-02-22 15:15,2025-02-22 15:20,False
329,R5,69,36,2025-02-22 15:20,2025-02-22 15:30,False
330,R1,85,49,2025-02-22 15:30,2025-02-22 15:45,False
331,R2,90,21,2025-02-22 15:45,2025-02-22 16:00,False
332,R3,74,59,2025-02-22 16:00,2025-02-22 16:15,False
333,R4,99,36,2025-02-22 16:15,2025-02-22 16:20,False
334,R5,99,31,2025-02-22 16:20,2025-02-22 16:25,False
335,R1,68,50,2025-02-22 16:25,2025-02-22 16:40,False
336,R2,55,30,2025-02-22 16:40,2025-02-22 16:50,False
337,R3,74,51,2025-02-22 16:50,2025-02-22 17:05,False
338,R4,64,27,2025-02-22 17:05,2025-02-22 17:20,False
339,R5,58,27,2025-02-22 17:20,2025-02-22 17:25,False
340,R1,77,20,2025-02-22 17:25,2025-02-22 17:40,False
341,R2,52,25,2025-02-22 17:40,2025-02-22 17:55,False
342,R3,63,53,2025-02-22 17:55,2025-02-22 18:00,False
343,R4,57,44,2025-02-22 18:00,2025-02-22 18:05,False
344,R5,76,60,2025-02-22 18:05,2025-02-22 18:20,False
345,R1,89,23,2025-02-22 18:20,2025-02-22 18:25,False
346,R2,97,35,2025-02-22 18:25,2025-02-22 18:30,False
347,R3,51,33,2025-02-22 18:30,2025-02-22 18:45,False
348,R4,84,39,2025-02-22 18:45,2025-02-22 18:55,False
349,R5,91,36,2025-02-22 18:55,2025-02-22 19:05,False
350,R1,97,33,2025-02-22 19:05,2025-02-22 19:10,False
351,R2,99,34,2025-02-22 19:10,2025-02-22 19:20,False
352,R3,73,24,2025-02-22 19:20,2025-02-22 19:30,False
353,R4,58,60,2025-02-22 19:30,2025-02-22 19:45,False
354,R5,92,57,2025-02-22 19:45,2025-02-22 19:50,False
355,R1,76,56,2025-02-22 19:50,2025-02-22 19:55,False
356,R2,78,33,2025-02-22 19:55,2025-02-22 20:05,False
357,R3,73,31,2025-02-22 20:05,2025-02-22 20:15,False
358,R4,72,24,2025-02-22 20:15,2025-02-22 20:25,False
359,R5,80,39,2025-02-22 20:25,2025-02-22 20:30,False
360,R1,75,41,2025-02-22 20:30,2025-02-22 20:35,False
361,R2,56,21,2025-02-22 20:35,2025-02-22 20:45,False
362,R3,68,30,2025-02-22 20:45,2025-02-22 21:00,False
363,R4,50,45,2025-02-22 21:00,2025-02-22 21:10,False
364,R5,63,31,2025-02-22 21:10,2025-02-22 21:15,False
365,R1,99,48,2025-02-22 21:15,2025-02-22 21:30,False
366,R2,78,36,2025-02-22 21:30,2025-02-22 21:40,False
367,R3,72,46,2025-02-22 21:40,2025-02-22 21:55,False
368,R4,50,34,2025-02-22 21:55,2025-02-22 22:10,False
369,R5,54,57,2025-02-22 22:10,2025-02-22 22:15,False
370,R1,56,51,2025-02-22 22:15,2025-02-22 22:25,False
371,R2,50,34,2025-02-22 22:25,2025-02-22 22:40,False
372,R3,90,34,2025-02-22 22:40,2025-02-22 22:50,False
373,R4,74,34,2025-02-22 22:50,2025-02-22 22:55,False
374,R5,52,43,2025-02-22 22:55,2025-02-22 23:00,False
375,R1,96,22,2025-02-22 23:00,2025-02-22 23:15,False
376,R2,59,53,2025-02-22 23:15,2025-02-22 23:30,False
377,R3,94,33,2025-02-22 23:30,2025-02-22 23:35,False
378,R4,87,45,2025-02-22 23:35,2025-02-22 23:40,False
379,R5,56,49,2025-02-22 23:40,2025-02-22 23:45,False
380,R1,79,51,2025-02-22 23:45,2025-02-23 00:00,False
381,R2,74,44,2025-02-23 00:00,2025-02-23 00:10,False
382,R3,75,60,2025-02-23 00:10,2025-02-23 00:15,False
383,R4,98,32,2025-02-23 00:15,2025-02-23 00:25,False
384,R5,78,40,2025-02-23 00:25,2025-02-23 00:30,False
385,R1,61,57,2025-02-23 00:30,2025-02-23 00:35,False
386,R2,89,58,2025-02-23 00:35,2025-02-23 00:45,False
387,R3,89,55,2025-02-23 00:45,2025-02-23 00:55,False
388,R4,98,52,2025-02-23 00:55,2025-02-23 01:10,False
389,R5,53,36,2025-02-23 01:10,2025-02-23 01:20,False
390,R1,89,23,2025-02-23 01:20,2025-02-23 01:25,False
391,R2,63,56,2025-02-23 01:25,2025-02-23 01:30,False
392,R3,57,32,2025-02-23 01:30,2025-02-23 01:40,False
393,R4,54,42,2025-02-23 01:40,2025-02-23 01:45,False
394,R5,76,50,2025-02-23 01:45,2025-02-23 02:00,False
395,R1,67,22,2025-02-23 02:00,2025-02-23 02:15,False
396,R2,73,41,2025-02-23 02:15,2025-02-23 02:25,False
397,R3,70,48,2025-02-23 02:25,2025-02-23 02:35,False
398,R4,76,56,2025-02-23 02:35,2025-02-23 02:40,False
399,R5,56,29,2025-02-23 02:40,2025-02-23 02:45,False
400,R1,71,51,2025-02-23 02:45,2025-02-23 02:55,False
401,R2,99,48,2025-02-23 02:55,2025-02-23 03:05,False
402,R3,87,32,2025-02-23 03:05,2025-02-23 03:10,False
403,R4,72,31,2025-02-23 03:10,2025-02-23 03:15,False
404,R5,60,56,2025-02-23 03:15,2025-02-23 03:30,False
405,R1,60,35,2025-02-23 03:30,2025-02-23 03:45,False
406,R2,68,51,2025-02-23 03:45,2025-02-23 03:55,False
407,R3,51,45,2025-02-23 03:55,2025-02-23 04:00,False
408,R4,54,55,2025-02-23 04:00,2025-02-23 04:15,False
409,R5,78,39,2025-02-23 04:15,2025-02-23 04:30,False
410,R1,96,54,2025-02-23 04:30,2025-02-23 04:35,False
411,R2,80,28,2025-02-23 04:35,2025-02-23 04:50,False
412,R3,71,49,2025-02-23 04:50,2025-02-23 05:05,False
413,R4,64,46,2025-02-23 05:05,2025-02-23 05:20,False
414,R5,89,22,2025-02-23 05:20,2025-02-23 05:25,False
415,R1,55,54,2025-02-23 05:25,2025-02-23 05:30,False
416,R2,56,33,2025-02-23 05:30,2025-02-23 05:35,False
417,R3,57,46,2025-02-23 05:35,2025-02-23 05:50,False
418,R4,69,35,2025-02-23 05:50,2025-02-23 06:00,False
419,R5,58,51,2025-02-23 06:00,2025-02-23 06:15,False
420,R1,96,30,2025-02-23 06:15,2025-02-23 06:20,False
421,R2,54,32,2025-02-23 06:20,2025-02-23 06:35,False
422,R3,86,57,2025-02-23 06:35,2025-02-23 06:45,False
